Year,Region,GDP,GDP_Type,Unit
2006,Zadarska zupanija,8937.77,GDP per Capita,EUR
2006,Sibensko-kninska zupanija,8215.39,GDP per Capita,EUR
2006,Splitsko-dalmatinska zupanija,8953.15,GDP per Capita,EUR
2006,Istarska zupanija,14207.33,GDP per Capita,EUR
2006,Dubrovacko-neretvanska zupanija,10661.65,GDP per Capita,EUR
2006,Grad Zagreb,18667.5,GDP per Capita,EUR
2006,Međimurska županija,8458.98,GDP per Capita,EUR
2006,Varaždinska županija,8754.59,GDP per Capita,EUR
2006,Koprivničko-križevačka županija,9597.81,GDP per Capita,EUR
2006,Krapinsko-zagorska županija,7271.03,GDP per Capita,EUR
2006,Zagrebačka županija,7903.12,GDP per Capita,EUR
2006,Crna Gora,4908.56,GDP per Capita,EUR
2006,Vardarski,3484.74,GDP per Capita,EUR
2006,Istocen,2731.1,GDP per Capita,EUR
2006,Jugozapaden,2604.98,GDP per Capita,EUR
2006,Jugoistocen,3158.62,GDP per Capita,EUR
2006,Pelagoniski,3444.46,GDP per Capita,EUR
2006,Poloski,1811.21,GDP per Capita,EUR
2006,Severoistocen,1901.34,GDP per Capita,EUR
2006,Skopski,5236.76,GDP per Capita,EUR
2006,Београдска област,7453.83,GDP per Capita,EUR
2006,Западнобачка област,3259.17,GDP per Capita,EUR
2006,Јужнобанатска област,3583.13,GDP per Capita,EUR
2006,Јужнобачка област,5521.52,GDP per Capita,EUR
2006,Севернобанатска област,3488.27,GDP per Capita,EUR
2006,Севернобачка област,3658.47,GDP per Capita,EUR
2006,Средњобанатска област,3936.22,GDP per Capita,EUR
2006,Сремска област,3303.39,GDP per Capita,EUR
2006,Златиборска област,2785.36,GDP per Capita,EUR
2006,Колубарска област,2763.81,GDP per Capita,EUR
2006,Мачванска област,2178.89,GDP per Capita,EUR
2006,Моравичка област,3707.12,GDP per Capita,EUR
2006,Поморавска област,2984.75,GDP per Capita,EUR
2006,Расинска област,2630.44,GDP per Capita,EUR
2006,Рашка област,2628.7,GDP per Capita,EUR
2006,Шумадијска област,2908.28,GDP per Capita,EUR
2006,Борска област,3065.15,GDP per Capita,EUR
2006,Браничевска област,3558.99,GDP per Capita,EUR
2006,Зајечарска област,2226.41,GDP per Capita,EUR
2006,Јабланичка област,2287.93,GDP per Capita,EUR
2006,Нишавска област,4087.9,GDP per Capita,EUR
2006,Пиротска област,2433.84,GDP per Capita,EUR
2006,Подунавска област,2141.58,GDP per Capita,EUR
2006,Пчињска област,2219.58,GDP per Capita,EUR
2006,Топличка област,1858.0,GDP per Capita,EUR
2006,Pomurska,12007.2,GDP per Capita,EUR
2006,Podravska,15292.72,GDP per Capita,EUR
2006,Koroska,14299.86,GDP per Capita,EUR
2006,Savinjska,16175.92,GDP per Capita,EUR
2006,Zasavska,11412.57,GDP per Capita,EUR
2006,Posavska,14628.12,GDP per Capita,EUR
2006,Jugovzhodna Slovenija,18115.94,GDP per Capita,EUR
2006,Primorsko-notranjska,13461.16,GDP per Capita,EUR
2006,Osrednjeslovenska,26793.87,GDP per Capita,EUR
2006,Gorenjska,15440.97,GDP per Capita,EUR
2006,Goriska,16831.67,GDP per Capita,EUR
2006,Obalno-kraska,19075.57,GDP per Capita,EUR
2007,Bjelovarsko-bilogorska županija,7413.27,GDP per Capita,EUR
2007,Virovitičko-podravska županija,7639.13,GDP per Capita,EUR
2007,Požeško-slavonska županija,7218.32,GDP per Capita,EUR
2007,Brodsko-posavska županija,6429.76,GDP per Capita,EUR
2007,Osječko-baranjska županija,9480.44,GDP per Capita,EUR
2007,Vukovarsko-srijemska županija,6897.28,GDP per Capita,EUR
2007,Karlovačka županija,9074.26,GDP per Capita,EUR
2007,Sisačko-moslavačka županija,7961.08,GDP per Capita,EUR
2007,Primorsko-goranska zupanija,13380.79,GDP per Capita,EUR
2007,Licko-senjska zupanija,8866.95,GDP per Capita,EUR
2007,Zadarska zupanija,9793.48,GDP per Capita,EUR
2007,Sibensko-kninska zupanija,9206.94,GDP per Capita,EUR
2007,Splitsko-dalmatinska zupanija,9766.0,GDP per Capita,EUR
2007,Istarska zupanija,14832.52,GDP per Capita,EUR
2007,Dubrovacko-neretvanska zupanija,12030.74,GDP per Capita,EUR
2007,Grad Zagreb,19588.78,GDP per Capita,EUR
2007,Međimurska županija,8710.01,GDP per Capita,EUR
2007,Varaždinska županija,9113.47,GDP per Capita,EUR
2007,Koprivničko-križevačka županija,9883.98,GDP per Capita,EUR
2007,Krapinsko-zagorska županija,7815.37,GDP per Capita,EUR
2007,Zagrebačka županija,8606.52,GDP per Capita,EUR
2007,Crna Gora,5232.46,GDP per Capita,EUR
2007,Vardarski,3259.74,GDP per Capita,EUR
2007,Istocen,2873.36,GDP per Capita,EUR
2007,Jugozapaden,2604.63,GDP per Capita,EUR
2007,Jugoistocen,3506.76,GDP per Capita,EUR
2007,Pelagoniski,3703.59,GDP per Capita,EUR
2007,Poloski,1803.33,GDP per Capita,EUR
2007,Severoistocen,1851.72,GDP per Capita,EUR
2007,Skopski,5798.79,GDP per Capita,EUR
2007,Београдска област,8218.7,GDP per Capita,EUR
2007,Западнобачка област,3507.88,GDP per Capita,EUR
2007,Јужнобанатска област,3859.12,GDP per Capita,EUR
2007,Јужнобачка област,6004.72,GDP per Capita,EUR
2007,Севернобанатска област,3766.27,GDP per Capita,EUR
2007,Севернобачка област,3970.66,GDP per Capita,EUR
2007,Средњобанатска област,4243.83,GDP per Capita,EUR
2007,Сремска област,3576.1,GDP per Capita,EUR
2007,Златиборска област,2872.36,GDP per Capita,EUR
2007,Колубарска област,2893.98,GDP per Capita,EUR
2007,Мачванска област,2541.22,GDP per Capita,EUR
2007,Моравичка област,3858.01,GDP per Capita,EUR
2007,Поморавска област,3261.63,GDP per Capita,EUR
2007,Расинска област,2849.73,GDP per Capita,EUR
2007,Рашка област,2620.21,GDP per Capita,EUR
2007,Шумадијска област,3236.88,GDP per Capita,EUR
2007,Борска област,2704.09,GDP per Capita,EUR
2007,Браничевска област,3562.29,GDP per Capita,EUR
2007,Зајечарска област,2099.8,GDP per Capita,EUR
2007,Јабланичка област,1807.8,GDP per Capita,EUR
2007,Нишавска област,3855.15,GDP per Capita,EUR
2007,Пиротска област,2604.38,GDP per Capita,EUR
2007,Подунавска област,2042.57,GDP per Capita,EUR
2007,Пчињска област,2206.42,GDP per Capita,EUR
2007,Топличка област,1856.71,GDP per Capita,EUR
2007,Pomurska,12681.96,GDP per Capita,EUR
2007,Podravska,16379.76,GDP per Capita,EUR
2007,Koroska,15341.74,GDP per Capita,EUR
2007,Savinjska,17345.08,GDP per Capita,EUR
2007,Zasavska,11926.48,GDP per Capita,EUR
2007,Posavska,15651.63,GDP per Capita,EUR
2007,Jugovzhodna Slovenija,19344.8,GDP per Capita,EUR
2007,Primorsko-notranjska,14492.64,GDP per Capita,EUR
2007,Osrednjeslovenska,28321.8,GDP per Capita,EUR
2007,Gorenjska,16540.19,GDP per Capita,EUR
2007,Goriska,18489.25,GDP per Capita,EUR
2007,Obalno-kraska,20492.69,GDP per Capita,EUR
2007,Bjelovarsko-bilogorska županija,7413.27,GDP per Capita,EUR
2007,Virovitičko-podravska županija,7639.13,GDP per Capita,EUR
2007,Požeško-slavonska županija,7218.32,GDP per Capita,EUR
2007,Brodsko-posavska županija,6429.76,GDP per Capita,EUR
2007,Osječko-baranjska županija,9480.44,GDP per Capita,EUR
2007,Vukovarsko-srijemska županija,6897.28,GDP per Capita,EUR
2007,Karlovačka županija,9074.26,GDP per Capita,EUR
2007,Sisačko-moslavačka županija,7961.08,GDP per Capita,EUR
2007,Primorsko-goranska zupanija,13380.79,GDP per Capita,EUR
2007,Licko-senjska zupanija,8866.95,GDP per Capita,EUR
2007,Zadarska zupanija,9793.48,GDP per Capita,EUR
2007,Sibensko-kninska zupanija,9206.94,GDP per Capita,EUR
2007,Splitsko-dalmatinska zupanija,9766.0,GDP per Capita,EUR
2007,Istarska zupanija,14832.52,GDP per Capita,EUR
2007,Dubrovacko-neretvanska zupanija,12030.74,GDP per Capita,EUR
2007,Grad Zagreb,19588.78,GDP per Capita,EUR
2007,Međimurska županija,8710.01,GDP per Capita,EUR
2007,Varaždinska županija,9113.47,GDP per Capita,EUR
2007,Koprivničko-križevačka županija,9883.98,GDP per Capita,EUR
2007,Krapinsko-zagorska županija,7815.37,GDP per Capita,EUR
2007,Zagrebačka županija,8606.52,GDP per Capita,EUR
2007,Crna Gora,5232.46,GDP per Capita,EUR
2007,Vardarski,3259.74,GDP per Capita,EUR
2007,Istocen,2873.36,GDP per Capita,EUR
2007,Jugozapaden,2604.63,GDP per Capita,EUR
2007,Jugoistocen,3506.76,GDP per Capita,EUR
2007,Pelagoniski,3703.59,GDP per Capita,EUR
2007,Poloski,1803.33,GDP per Capita,EUR
2007,Severoistocen,1851.72,GDP per Capita,EUR
2007,Skopski,5798.79,GDP per Capita,EUR
2007,Београдска област,8218.7,GDP per Capita,EUR
2007,Западнобачка област,3507.88,GDP per Capita,EUR
2007,Јужнобанатска област,3859.12,GDP per Capita,EUR
2007,Јужнобачка област,6004.72,GDP per Capita,EUR
2007,Севернобанатска област,3766.27,GDP per Capita,EUR
2007,Севернобачка област,3970.66,GDP per Capita,EUR
2007,Средњобанатска област,4243.83,GDP per Capita,EUR
2007,Сремска област,3576.1,GDP per Capita,EUR
2007,Златиборска област,2872.36,GDP per Capita,EUR
2007,Колубарска област,2893.98,GDP per Capita,EUR
2007,Мачванска област,2541.22,GDP per Capita,EUR
2007,Моравичка област,3858.01,GDP per Capita,EUR
2007,Поморавска област,3261.63,GDP per Capita,EUR
2007,Расинска област,2849.73,GDP per Capita,EUR
2007,Рашка област,2620.21,GDP per Capita,EUR
2007,Шумадијска област,3236.88,GDP per Capita,EUR
2007,Борска област,2704.09,GDP per Capita,EUR
2007,Браничевска област,3562.29,GDP per Capita,EUR
2007,Зајечарска област,2099.8,GDP per Capita,EUR
2007,Јабланичка област,1807.8,GDP per Capita,EUR
2007,Нишавска област,3855.15,GDP per Capita,EUR
2007,Пиротска област,2604.38,GDP per Capita,EUR
2007,Подунавска област,2042.57,GDP per Capita,EUR
2007,Пчињска област,2206.42,GDP per Capita,EUR
2007,Топличка област,1856.71,GDP per Capita,EUR
2007,Pomurska,12681.96,GDP per Capita,EUR
2007,Podravska,16379.76,GDP per Capita,EUR
2007,Koroska,15341.74,GDP per Capita,EUR
2007,Savinjska,17345.08,GDP per Capita,EUR
2007,Zasavska,11926.48,GDP per Capita,EUR
2007,Posavska,15651.63,GDP per Capita,EUR
2007,Jugovzhodna Slovenija,19344.8,GDP per Capita,EUR
2007,Primorsko-notranjska,14492.64,GDP per Capita,EUR
2007,Osrednjeslovenska,28321.8,GDP per Capita,EUR
2007,Gorenjska,16540.19,GDP per Capita,EUR
2007,Goriska,18489.25,GDP per Capita,EUR
2007,Obalno-kraska,20492.69,GDP per Capita,EUR
2008,Bjelovarsko-bilogorska županija,8266.41,GDP per Capita,EUR
2008,Virovitičko-podravska županija,7506.59,GDP per Capita,EUR
2008,Požeško-slavonska županija,7378.38,GDP per Capita,EUR
2008,Brodsko-posavska županija,6781.37,GDP per Capita,EUR
2008,Osječko-baranjska županija,9725.85,GDP per Capita,EUR
2008,Vukovarsko-srijemska županija,7349.68,GDP per Capita,EUR
2008,Karlovačka županija,9047.72,GDP per Capita,EUR
2008,Sisačko-moslavačka županija,8575.23,GDP per Capita,EUR
2008,Primorsko-goranska zupanija,14316.0,GDP per Capita,EUR
2008,Licko-senjska zupanija,9820.32,GDP per Capita,EUR
2008,Zadarska zupanija,10159.11,GDP per Capita,EUR
2008,Sibensko-kninska zupanija,8803.27,GDP per Capita,EUR
2008,Splitsko-dalmatinska zupanija,9539.39,GDP per Capita,EUR
2008,Istarska zupanija,14340.9,GDP per Capita,EUR
2008,Dubrovacko-neretvanska zupanija,11681.28,GDP per Capita,EUR
2008,Grad Zagreb,19903.93,GDP per Capita,EUR
2008,Međimurska županija,9436.6,GDP per Capita,EUR
2008,Varaždinska županija,9655.07,GDP per Capita,EUR
2008,Koprivničko-križevačka županija,9485.97,GDP per Capita,EUR
2008,Krapinsko-zagorska županija,7546.62,GDP per Capita,EUR
2008,Zagrebačka županija,8846.79,GDP per Capita,EUR
2008,Crna Gora,5598.93,GDP per Capita,EUR
2008,Vardarski,3417.78,GDP per Capita,EUR
2008,Istocen,3249.73,GDP per Capita,EUR
2008,Jugozapaden,3017.88,GDP per Capita,EUR
2008,Jugoistocen,3351.67,GDP per Capita,EUR
2008,Pelagoniski,4040.87,GDP per Capita,EUR
2008,Poloski,1950.37,GDP per Capita,EUR
2008,Severoistocen,2463.32,GDP per Capita,EUR
2008,Skopski,5797.66,GDP per Capita,EUR
2008,Београдска област,8908.94,GDP per Capita,EUR
2008,Западнобачка област,3758.95,GDP per Capita,EUR
2008,Јужнобанатска област,4044.63,GDP per Capita,EUR
2008,Јужнобачка област,6033.51,GDP per Capita,EUR
2008,Севернобанатска област,3986.94,GDP per Capita,EUR
2008,Севернобачка област,4135.04,GDP per Capita,EUR
2008,Средњобанатска област,4472.46,GDP per Capita,EUR
2008,Сремска област,3741.05,GDP per Capita,EUR
2008,Златиборска област,2963.18,GDP per Capita,EUR
2008,Колубарска област,3043.89,GDP per Capita,EUR
2008,Мачванска област,2845.23,GDP per Capita,EUR
2008,Моравичка област,4124.8,GDP per Capita,EUR
2008,Поморавска област,3321.13,GDP per Capita,EUR
2008,Расинска област,2899.62,GDP per Capita,EUR
2008,Рашка област,2722.53,GDP per Capita,EUR
2008,Шумадијска област,3182.84,GDP per Capita,EUR
2008,Борска област,2890.25,GDP per Capita,EUR
2008,Браничевска област,3805.07,GDP per Capita,EUR
2008,Зајечарска област,2402.95,GDP per Capita,EUR
2008,Јабланичка област,1955.62,GDP per Capita,EUR
2008,Нишавска област,3992.99,GDP per Capita,EUR
2008,Пиротска област,2704.18,GDP per Capita,EUR
2008,Подунавска област,2227.1,GDP per Capita,EUR
2008,Пчињска област,2273.99,GDP per Capita,EUR
2008,Топличка област,1977.01,GDP per Capita,EUR
2008,Pomurska,12965.44,GDP per Capita,EUR
2008,Podravska,16966.49,GDP per Capita,EUR
2008,Koroska,15708.01,GDP per Capita,EUR
2008,Savinjska,18274.4,GDP per Capita,EUR
2008,Zasavska,12366.33,GDP per Capita,EUR
2008,Posavska,16265.51,GDP per Capita,EUR
2008,Jugovzhodna Slovenija,19785.51,GDP per Capita,EUR
2008,Primorsko-notranjska,14874.47,GDP per Capita,EUR
2008,Osrednjeslovenska,28778.61,GDP per Capita,EUR
2008,Gorenjska,16821.64,GDP per Capita,EUR
2008,Goriska,18974.36,GDP per Capita,EUR
2008,Obalno-kraska,21272.88,GDP per Capita,EUR
2008,Bjelovarsko-bilogorska županija,8266.41,GDP per Capita,EUR
2008,Virovitičko-podravska županija,7506.59,GDP per Capita,EUR
2008,Požeško-slavonska županija,7378.38,GDP per Capita,EUR
2008,Brodsko-posavska županija,6781.37,GDP per Capita,EUR
2008,Osječko-baranjska županija,9725.85,GDP per Capita,EUR
2008,Vukovarsko-srijemska županija,7349.68,GDP per Capita,EUR
2008,Karlovačka županija,9047.72,GDP per Capita,EUR
2008,Sisačko-moslavačka županija,8575.23,GDP per Capita,EUR
2008,Primorsko-goranska zupanija,14316.0,GDP per Capita,EUR
2008,Licko-senjska zupanija,9820.32,GDP per Capita,EUR
2008,Zadarska zupanija,10159.11,GDP per Capita,EUR
2008,Sibensko-kninska zupanija,8803.27,GDP per Capita,EUR
2008,Splitsko-dalmatinska zupanija,9539.39,GDP per Capita,EUR
2008,Istarska zupanija,14340.9,GDP per Capita,EUR
2008,Dubrovacko-neretvanska zupanija,11681.28,GDP per Capita,EUR
2008,Grad Zagreb,19903.93,GDP per Capita,EUR
2008,Međimurska županija,9436.6,GDP per Capita,EUR
2008,Varaždinska županija,9655.07,GDP per Capita,EUR
2008,Koprivničko-križevačka županija,9485.97,GDP per Capita,EUR
2008,Krapinsko-zagorska županija,7546.62,GDP per Capita,EUR
2008,Zagrebačka županija,8846.79,GDP per Capita,EUR
2008,Crna Gora,5598.93,GDP per Capita,EUR
2008,Vardarski,3417.78,GDP per Capita,EUR
2008,Istocen,3249.73,GDP per Capita,EUR
2008,Jugozapaden,3017.88,GDP per Capita,EUR
2008,Jugoistocen,3351.67,GDP per Capita,EUR
2008,Pelagoniski,4040.87,GDP per Capita,EUR
2008,Poloski,1950.37,GDP per Capita,EUR
2008,Severoistocen,2463.32,GDP per Capita,EUR
2008,Skopski,5797.66,GDP per Capita,EUR
2008,Београдска област,8908.94,GDP per Capita,EUR
2008,Западнобачка област,3758.95,GDP per Capita,EUR
2008,Јужнобанатска област,4044.63,GDP per Capita,EUR
2008,Јужнобачка област,6033.51,GDP per Capita,EUR
2008,Севернобанатска област,3986.94,GDP per Capita,EUR
2008,Севернобачка област,4135.04,GDP per Capita,EUR
2008,Средњобанатска област,4472.46,GDP per Capita,EUR
2008,Сремска област,3741.05,GDP per Capita,EUR
2008,Златиборска област,2963.18,GDP per Capita,EUR
2008,Колубарска област,3043.89,GDP per Capita,EUR
2008,Мачванска област,2845.23,GDP per Capita,EUR
2008,Моравичка област,4124.8,GDP per Capita,EUR
2008,Поморавска област,3321.13,GDP per Capita,EUR
2008,Расинска област,2899.62,GDP per Capita,EUR
2008,Рашка област,2722.53,GDP per Capita,EUR
2008,Шумадијска област,3182.84,GDP per Capita,EUR
2008,Борска област,2890.25,GDP per Capita,EUR
2008,Браничевска област,3805.07,GDP per Capita,EUR
2008,Зајечарска област,2402.95,GDP per Capita,EUR
2008,Јабланичка област,1955.62,GDP per Capita,EUR
2008,Нишавска област,3992.99,GDP per Capita,EUR
2008,Пиротска област,2704.18,GDP per Capita,EUR
2008,Подунавска област,2227.1,GDP per Capita,EUR
2008,Пчињска област,2273.99,GDP per Capita,EUR
2008,Топличка област,1977.01,GDP per Capita,EUR
2008,Pomurska,12965.44,GDP per Capita,EUR
2008,Podravska,16966.49,GDP per Capita,EUR
2008,Koroska,15708.01,GDP per Capita,EUR
2008,Savinjska,18274.4,GDP per Capita,EUR
2008,Zasavska,12366.33,GDP per Capita,EUR
2008,Posavska,16265.51,GDP per Capita,EUR
2008,Jugovzhodna Slovenija,19785.51,GDP per Capita,EUR
2008,Primorsko-notranjska,14874.47,GDP per Capita,EUR
2008,Osrednjeslovenska,28778.61,GDP per Capita,EUR
2008,Gorenjska,16821.64,GDP per Capita,EUR
2008,Goriska,18974.36,GDP per Capita,EUR
2008,Obalno-kraska,21272.88,GDP per Capita,EUR
2009,Bjelovarsko-bilogorska županija,7860.48,GDP per Capita,EUR
2009,Virovitičko-podravska županija,6621.9,GDP per Capita,EUR
2009,Požeško-slavonska županija,6668.34,GDP per Capita,EUR
2009,Brodsko-posavska županija,6194.71,GDP per Capita,EUR
2009,Osječko-baranjska županija,8976.69,GDP per Capita,EUR
2009,Vukovarsko-srijemska županija,6732.1,GDP per Capita,EUR
2009,Karlovačka županija,8129.43,GDP per Capita,EUR
2009,Sisačko-moslavačka županija,8569.41,GDP per Capita,EUR
2009,Primorsko-goranska zupanija,13322.68,GDP per Capita,EUR
2009,Licko-senjska zupanija,8771.06,GDP per Capita,EUR
2009,Zadarska zupanija,9134.3,GDP per Capita,EUR
2009,Sibensko-kninska zupanija,7535.49,GDP per Capita,EUR
2009,Splitsko-dalmatinska zupanija,8713.13,GDP per Capita,EUR
2009,Istarska zupanija,13748.14,GDP per Capita,EUR
2009,Dubrovacko-neretvanska zupanija,10797.58,GDP per Capita,EUR
2009,Grad Zagreb,18509.41,GDP per Capita,EUR
2009,Međimurska županija,8815.57,GDP per Capita,EUR
2009,Varaždinska županija,9067.57,GDP per Capita,EUR
2009,Koprivničko-križevačka županija,8785.65,GDP per Capita,EUR
2009,Krapinsko-zagorska županija,6676.37,GDP per Capita,EUR
2009,Zagrebačka županija,8337.29,GDP per Capita,EUR
2009,Crna Gora,5257.89,GDP per Capita,EUR
2009,Vardarski,3474.05,GDP per Capita,EUR
2009,Istocen,3326.05,GDP per Capita,EUR
2009,Jugozapaden,2662.38,GDP per Capita,EUR
2009,Jugoistocen,3672.31,GDP per Capita,EUR
2009,Pelagoniski,4063.29,GDP per Capita,EUR
2009,Poloski,1917.73,GDP per Capita,EUR
2009,Severoistocen,2123.15,GDP per Capita,EUR
2009,Skopski,5830.16,GDP per Capita,EUR
2009,Београдска област,8486.02,GDP per Capita,EUR
2009,Западнобачка област,3441.44,GDP per Capita,EUR
2009,Јужнобанатска област,3751.29,GDP per Capita,EUR
2009,Јужнобачка област,5754.35,GDP per Capita,EUR
2009,Севернобанатска област,3692.43,GDP per Capita,EUR
2009,Севернобачка област,3924.11,GDP per Capita,EUR
2009,Средњобанатска област,4125.47,GDP per Capita,EUR
2009,Сремска област,3528.58,GDP per Capita,EUR
2009,Златиборска област,3227.69,GDP per Capita,EUR
2009,Колубарска област,3430.7,GDP per Capita,EUR
2009,Мачванска област,2923.7,GDP per Capita,EUR
2009,Моравичка област,3932.19,GDP per Capita,EUR
2009,Поморавска област,3412.01,GDP per Capita,EUR
2009,Расинска област,2883.04,GDP per Capita,EUR
2009,Рашка област,2811.77,GDP per Capita,EUR
2009,Шумадијска област,3175.42,GDP per Capita,EUR
2009,Борска област,3214.31,GDP per Capita,EUR
2009,Браничевска област,4171.45,GDP per Capita,EUR
2009,Зајечарска област,2374.22,GDP per Capita,EUR
2009,Јабланичка област,2021.76,GDP per Capita,EUR
2009,Нишавска област,3909.56,GDP per Capita,EUR
2009,Пиротска област,3204.67,GDP per Capita,EUR
2009,Подунавска област,2142.51,GDP per Capita,EUR
2009,Пчињска област,2196.1,GDP per Capita,EUR
2009,Топличка област,2163.48,GDP per Capita,EUR
2009,Pomurska,11978.27,GDP per Capita,EUR
2009,Podravska,15470.9,GDP per Capita,EUR
2009,Koroska,13829.14,GDP per Capita,EUR
2009,Savinjska,16501.79,GDP per Capita,EUR
2009,Zasavska,11243.26,GDP per Capita,EUR
2009,Posavska,15098.68,GDP per Capita,EUR
2009,Jugovzhodna Slovenija,17671.44,GDP per Capita,EUR
2009,Primorsko-notranjska,13649.09,GDP per Capita,EUR
2009,Osrednjeslovenska,26774.35,GDP per Capita,EUR
2009,Gorenjska,14823.62,GDP per Capita,EUR
2009,Goriska,17203.83,GDP per Capita,EUR
2009,Obalno-kraska,19688.61,GDP per Capita,EUR
2009,Bjelovarsko-bilogorska županija,7860.48,GDP per Capita,EUR
2009,Virovitičko-podravska županija,6621.9,GDP per Capita,EUR
2009,Požeško-slavonska županija,6668.34,GDP per Capita,EUR
2009,Brodsko-posavska županija,6194.71,GDP per Capita,EUR
2009,Osječko-baranjska županija,8976.69,GDP per Capita,EUR
2009,Vukovarsko-srijemska županija,6732.1,GDP per Capita,EUR
2009,Karlovačka županija,8129.43,GDP per Capita,EUR
2009,Sisačko-moslavačka županija,8569.41,GDP per Capita,EUR
2009,Primorsko-goranska zupanija,13322.68,GDP per Capita,EUR
2009,Licko-senjska zupanija,8771.06,GDP per Capita,EUR
2009,Zadarska zupanija,9134.3,GDP per Capita,EUR
2009,Sibensko-kninska zupanija,7535.49,GDP per Capita,EUR
2009,Splitsko-dalmatinska zupanija,8713.13,GDP per Capita,EUR
2009,Istarska zupanija,13748.14,GDP per Capita,EUR
2009,Dubrovacko-neretvanska zupanija,10797.58,GDP per Capita,EUR
2009,Grad Zagreb,18509.41,GDP per Capita,EUR
2009,Međimurska županija,8815.57,GDP per Capita,EUR
2009,Varaždinska županija,9067.57,GDP per Capita,EUR
2009,Koprivničko-križevačka županija,8785.65,GDP per Capita,EUR
2009,Krapinsko-zagorska županija,6676.37,GDP per Capita,EUR
2009,Zagrebačka županija,8337.29,GDP per Capita,EUR
2009,Crna Gora,5257.89,GDP per Capita,EUR
2009,Vardarski,3474.05,GDP per Capita,EUR
2009,Istocen,3326.05,GDP per Capita,EUR
2009,Jugozapaden,2662.38,GDP per Capita,EUR
2009,Jugoistocen,3672.31,GDP per Capita,EUR
2009,Pelagoniski,4063.29,GDP per Capita,EUR
2009,Poloski,1917.73,GDP per Capita,EUR
2009,Severoistocen,2123.15,GDP per Capita,EUR
2009,Skopski,5830.16,GDP per Capita,EUR
2009,Београдска област,8486.02,GDP per Capita,EUR
2009,Западнобачка област,3441.44,GDP per Capita,EUR
2009,Јужнобанатска област,3751.29,GDP per Capita,EUR
2009,Јужнобачка област,5754.35,GDP per Capita,EUR
2009,Севернобанатска област,3692.43,GDP per Capita,EUR
2009,Севернобачка област,3924.11,GDP per Capita,EUR
2009,Средњобанатска област,4125.47,GDP per Capita,EUR
2009,Сремска област,3528.58,GDP per Capita,EUR
2009,Златиборска област,3227.69,GDP per Capita,EUR
2009,Колубарска област,3430.7,GDP per Capita,EUR
2009,Мачванска област,2923.7,GDP per Capita,EUR
2009,Моравичка област,3932.19,GDP per Capita,EUR
2009,Поморавска област,3412.01,GDP per Capita,EUR
2009,Расинска област,2883.04,GDP per Capita,EUR
2009,Рашка област,2811.77,GDP per Capita,EUR
2009,Шумадијска област,3175.42,GDP per Capita,EUR
2009,Борска област,3214.31,GDP per Capita,EUR
2009,Браничевска област,4171.45,GDP per Capita,EUR
2009,Зајечарска област,2374.22,GDP per Capita,EUR
2009,Јабланичка област,2021.76,GDP per Capita,EUR
2009,Нишавска област,3909.56,GDP per Capita,EUR
2009,Пиротска област,3204.67,GDP per Capita,EUR
2009,Подунавска област,2142.51,GDP per Capita,EUR
2009,Пчињска област,2196.1,GDP per Capita,EUR
2009,Топличка област,2163.48,GDP per Capita,EUR
2009,Pomurska,11978.27,GDP per Capita,EUR
2009,Podravska,15470.9,GDP per Capita,EUR
2009,Koroska,13829.14,GDP per Capita,EUR
2009,Savinjska,16501.79,GDP per Capita,EUR
2009,Zasavska,11243.26,GDP per Capita,EUR
2009,Posavska,15098.68,GDP per Capita,EUR
2009,Jugovzhodna Slovenija,17671.44,GDP per Capita,EUR
2009,Primorsko-notranjska,13649.09,GDP per Capita,EUR
2009,Osrednjeslovenska,26774.35,GDP per Capita,EUR
2009,Gorenjska,14823.62,GDP per Capita,EUR
2009,Goriska,17203.83,GDP per Capita,EUR
2009,Obalno-kraska,19688.61,GDP per Capita,EUR
2010,Bjelovarsko-bilogorska županija,7108.42,GDP per Capita,EUR
2010,Virovitičko-podravska županija,6194.99,GDP per Capita,EUR
2010,Požeško-slavonska županija,6507.43,GDP per Capita,EUR
2010,Brodsko-posavska županija,5870.11,GDP per Capita,EUR
2010,Osječko-baranjska županija,8437.54,GDP per Capita,EUR
2010,Vukovarsko-srijemska županija,6257.73,GDP per Capita,EUR
2010,Karlovačka županija,7849.61,GDP per Capita,EUR
2010,Sisačko-moslavačka županija,8557.18,GDP per Capita,EUR
2010,Primorsko-goranska zupanija,13045.26,GDP per Capita,EUR
2010,Licko-senjska zupanija,8205.33,GDP per Capita,EUR
2010,Zadarska zupanija,8482.35,GDP per Capita,EUR
2010,Sibensko-kninska zupanija,8039.16,GDP per Capita,EUR
2010,Splitsko-dalmatinska zupanija,8476.11,GDP per Capita,EUR
2010,Istarska zupanija,13449.07,GDP per Capita,EUR
2010,Dubrovacko-neretvanska zupanija,10396.9,GDP per Capita,EUR
2010,Grad Zagreb,19464.7,GDP per Capita,EUR
2010,Međimurska županija,8331.28,GDP per Capita,EUR
2010,Varaždinska županija,8508.73,GDP per Capita,EUR
2010,Koprivničko-križevačka županija,8205.3,GDP per Capita,EUR
2010,Krapinsko-zagorska županija,6181.98,GDP per Capita,EUR
2010,Zagrebačka županija,7748.65,GDP per Capita,EUR
2010,Crna Gora,5391.73,GDP per Capita,EUR
2010,Vardarski,3733.94,GDP per Capita,EUR
2010,Istocen,3870.48,GDP per Capita,EUR
